Item Name,GST Tax Desc,GST code,HSN code,Cost,Selling,M.R.P,Total Stock
CARRY BAG S,GST 0% Tax,5001,,6.5,10,10,147
CARRY BAG M,GST 0% Tax,5001,,9.5,12,12,379
CARRY BAG L,GST 0% Tax,5001,,11,15,15,1
CARRY BAG 1/-,GST Exempted Tax,5002,,0.75,1,1,469
CARRY BAG 2/-,GST Exempted Tax,5002,,1.5,2,2,223
CARRY BAG SS,GST 0% Tax,5001,,3.75,7,7,2
MASK 70/-,GST 0% Tax,5001,,52.5,70,80,9
AYAAN BROOMS 175/-,GST 0% Tax,5001,,95,120,175,1
BADA CUP VANILA 100ML,GST 18%,5005,21050000,12,14.75,15,1
DAIRY DAY NEW JR SUNDAE BLACK CURRENT 100ML,GST 18%,5005,21050000,28,34.75,35,28
DAIRY DAY NEW JR SUNDAE CHOCO 100ML,GST 18%,5005,21050000,28,34.75,35,29
DAIRY DAY NEW JR SUNDAE FRUT 100ML,GST 18%,5005,21050000,39.99,49,50,41
DAIRY DAY PAAL ICE 50ML,GST 18%,5005,21050000,16,19.5,20,12
DAIRY DAY CONE BELGIAN CHOCO 120ML,GST 18%,5005,21050000,47.99,59,60,13
DAIRY DAY CONE BLACK CURRANT 120ML,GST 18%,5005,21050000,28,34.75,35,27
DAIRY DAYCONE STRAWBERRY 120ML,GST 18%,5005,33041000,24,29.5,30,17
DAIRY DAY CONE BUTTER SCOTCH CONE 120ML,GST 18%,5005,21050000,27.99,34.75,35,26
DAIRY DAY BUTTER SCOTCH 1+1 700ML,GST 18%,5005,21050000,200,245,250,3
DAIRY DAY VANILA 700ML 1+1,GST 18%,5005,21050000,152,185,190,9
DAIRY DAY KAJU DRAKSHM 1+1 700ML,GST 18%,5005,21050000,200,245,250,1
DAIRY DAY CONE VANILA 120ML,GST 18%,5005,21050000,24,29.5,30,14
VANILA 35ML,GST 18%,5005,21050000,1.24,6,6,68
DAIRY DAY BUCKET VANNILA 1.5L,GST 18%,5005,21050000,191.99,235,240,13
DAIRY DAY CONE CHOCO 120ML,GST 18%,5005,21050000,27.99,34.75,35,22
ARUN PISTA 500ML,GST 18%,5005,,123,150,150,0
ARUN STRAWBERRY 500ML,GST 18%,5005,,98.4,120,120,1
ARUN CHOCOLATE 500ML,GST 18%,5005,,123,150,150,0
ARUN RAJBHOG 500ML,GST 18%,5005,,131.21,158,160,0
ARUN VANILLA 250ML,GST 18%,5005,,53.3,65,65,0
ARUN BUTTERSCOTCH 250ML,GST 18%,5005,,57.4,70,70,0
ARUN JACK FRUIT 250ML,GST 18%,5005,,57.4,70,70,0
ARUN FIG 250ML,GST 18%,5005,,57.4,70,70,0
ARUN MANGO 500ML,GST 18%,5005,,114.81,140,140,0
ARUN CONE CHOCOLATE 50ML,GST 18%,5005,,24.6,30,30,7
ARUN BLACK CURRENT CONE 250ML,GST 18%,5005,,41.01,50,50,2
ARUN KESAR PISTA CONE 50ML,GST 18%,5005,21050000,24.6,30,30,1
ARUN BUTTERSCOTCH 100ML,GST 18%,5005,21050000,41.01,49,50,0
ARUN BUTTERSCOTCH 1000ML,GST 18%,5005,21050000,225,275,280,0
ARUN VANILLA TUB 1000ML,GST 18%,5005,,196.8,235,240,1
DAIRY DAY SANDWICH CHOCO100G,GST 18%,5005,,24,29.5,30,2
DAIRY DAY MINI CHOCO BAR 10/-,GST 18%,5005,21050000,8,9.83,10,26
DAIRY DAY JUNIOR CONE CHOCO,GST 18%,5005,,20,24,25,0
DAIRY DAY JUNIOR CONE B.SCOTCH,GST 18%,5005,,20,24,25,0
DAIRY DAY JUNIOR CONE VANILA,GST 18%,5005,21050000,12,14.75,15,28
DAIRY DAY CONE MANGO 120ML,GST 18%,5005,21050000,24,29.5,30,3
DAIRY DAY LC VANNILA 10/-,GST 18%,5005,2105000,8,9.83,10,26
ARUN BLUEBERRY BANANA 50ML,GST 18%,5005,21050000,24.6,30,30,0
ARUN CONE VANILLA ICE CREAM 50ML,GST 18%,5005,21050000,24.6,30,30,6
DAIRY DAY ALPHONSO MANGO 250ML,GST 18%,5005,21050000,64,79,80,2
DAIRY DAY GULAB JAMUM ICE CREAM 250ML,GST 18%,5005,21050000,79.2,98,99,1
ARUN STRAWBERRY MANGO DUET 500ML,GST 18%,5005,,114.81,138,140,0
ARUN BUTTERSCOTCH  CHOCO DUET 500ML,GST 18%,5005,,114.81,138,140,0
DAIRY DAY COFFEE TWIST ICE 30/-,GST 18%,5005,,24,29.5,30,2
DAIRY DAY CHOCO 1+1 700ML,GST 18%,5005,21050000,200,245,250,26
DAIRY DAY ALPHONSO MANGO 700ML 1+1,GST 18%,5005,21050000,200,245,250,6
DAIRY DAY PLAIN PINEAPPLE 700ML 1+1,GST 18%,5005,21050000,192,235,240,7
DAIRY DAY PLAIN PISTA 700ML 1+1,GST 18%,5005,21050000,200,245,250,9
DAIRY DAY BUTTER SCOTCH 500ML,GST 18%,5005,21050000,112,138,140,1
DAIRY DAY CHIKOO 500ML,GST 18%,5005,21050000,128.01,155,160,0
DAIRY DAY STRAWBERRY 500ML,GST 18%,5005,21050000,104,128,130,2
ARUN ITALIAN DELIGHT TUB 1000ML,GST 18%,5005,21050000,245.99,295,300,0
ARUN ALMOND CRISP TUB 1000ML,GST 18%,5005,21050000,245.99,295,300,0
ARUN COOKIES N CREAM TUB 500ML,GST 18%,5005,21050000,123,148,150,0
ARUN DOUBLE CHOCO ICONE 100ML,GST 18%,5005,21050000,41.01,49,50,1
DAIRY DAY PISTA 700ML,GST 18%,5005,21050000,200,245,250,3
DAIRY DAY ALPHONSA MANGO 700ML,GST 0% Tax,5001,21050000,176.25,235,240,9
DAIRY DAY SPINNO VANILA 100ML,GST 18%,5005,21050000,16,19,20,72
ARUN CONE COTTON CANDY 50ML,GST 18%,5005,,24.6,30,30,12
ARUN CONE CARIBEAN ALMOND 50ML,GST 18%,5005,,24.6,30,30,2
ARUN CONE VANILLA ICE CREAM 100ML,GST 18%,5005,21050000,41.01,49,50,2
ARUN LIKSTICK ORANGE 50ML,GST 12%,5004,21050000,7.78,10,10,2
ARUN LIKSTICK GRAPE 50ML,GST 12%,5004,21050000,7.78,10,10,2
DAIRY DAY GAJAR HALWA 250ML,GST 18%,5005,21050000,79.2,98,99,1
DAIRY DAY ROSE KULFI TUP 250ML,GST 18%,5005,21050000,79.2,98,99,4
DAIRY DAY RUM JAMAICA,GST 18%,5005,21050000,22.5,29,30,2
DAIRY DAY LUSH LYCHEE ICE CREAM 250ML,GST 18%,5005,21050000,79.2,98,99,3
DAIRY DAY PLUS HALDI(TURMERIC) 700ML,GST 18%,5005,21050000,159.2,194,199,5
DAIRY DAY HALDI TURMERIC 60ML,GST 18%,5005,21050000,16,19.5,20,34
DAIRY DAY CHOCOLATE TUBS 500ML,GST 18%,5005,21050000,104.01,125,130,2
DAIRY DAY TUTTY FRUITY TUBS 500ML,GST 18%,5005,21050000,104,125,130,3
DAIRY DAY MEGA TUB BLACKCURRANT 1.5L,GST 18%,5005,21050000,256.01,315,320,0
DAIRY DAY MEGA TUB BUTTERSCOTCH 1.5L,GST 18%,5005,21050000,239.19,295,299,4
DAIRY DAY MEGA TUB STRAWBERRY 1.5L,GST 18%,5005,21050000,191.99,235,240,1
DAIRY DAY PAAN 20/-,GST 18%,5005,,15,19.5,20,8
DAIRY DAY PLUS HALDI 20/-,GST 18%,5005,21050000,15,19,20,18
DAIRY DAY CASATTA ROLL 750ML,GST 18%,5005,21050000,280,348,350,2
DAIRY DAY CHOCO FANTASY ICECREAM CAKE 500ML,GST 18%,5005,21050000,239.2,290,299,1
DAIRY DAY RED VELVET ICECREAM CAKE 500ML,GST 18%,5005,21050000,239.2,290,299,6
DAIRY DAY ARABIAN FANTASY CONE 56ML,GST 18%,5005,21050000,16,19.5,20,3
DAIRY DAY JUNIOR CONE PISTA 65ML,GST 18%,5005,,20,24,25,29
DAIRY DAY TANGY ORANGE CONE 15/-,GST 18%,5005,21050000,12,14.75,15,4
DAIRY DAY ROASTED BADAM CONE 120ML,GST 18%,5005,21050000,47.99,64,65,12
DAIRY DAY SPINNO CHIKOO 25/-,GST 18%,5005,,20,24,25,15
DAIRY DAY SPINNO LYCHEE 25/-,GST 18%,5005,,16,19.5,20,15
DAIRY DAY YUMMY LIMBOOS 10/-,GST 18%,5005,21050000,8,9.83,10,3
DAIRY DAY CLASSIC GRAPE 10/-,GST 18%,5005,21050000,8,9.83,10,22
DAIRY DAY MANGO DUAL 70ML,GST 18%,5005,21050000,12,14.75,15,2
DAIRY DAY CLASSIC STRAWBERY 10/-,GST 18%,5005,21050000,8,9.83,10,15
DAIRY DAY CLASSIC PINEAPPLE 10/-,GST 18%,5005,21050000,8,9.83,10,10
DAIRY DAY STRAWBERRY DUAL 15/-,GST 18%,5005,21050000,12,14.75,15,1
DAIRY DAY MANGO DUAL 15/-,GST 0% Tax,5001,21050000,0,0,0,0
DAIRY DAY PISTACHIONUT 65ML,GST 18%,5005,,16,19,20,10
DAIRY DAY BUCKET BUTTERSCOTCH 1.5L,GST 18%,5005,21050000,239.19,295,299,1
DAIRY DAY ALPHONSO MANGO 1+1 700ML,GST 18%,5005,21050000,199.99,245,250,1
LEMON ICE TEA 250ML,GST 18%,5005,18,17.62,19.5,19.5,3
LEMON ICE TEA PEACH 250ML,GST 18%,5005,18,17.69,20,20,0
DAIRY DAY YUMMY MANGO 10/-,GST 18%,5005,21050000,8,9.83,10,20
DAIRY DAY YUMMY ORANGE 10/-,GST 18%,5005,21050000,4,5,5,22
DAIRY DAY YUMMY LIMBOOS,GST 18%,5005,21050000,4,5,5,28
DAIRY DAY VANNILA MILKY,GST 18%,5005,21050000,15.99,19,20,22
DAIRY DAY TUB BLACK CURRENT,GST 18%,5005,21050000,256.01,315,320,2
SMOODH TOFFEE CARAMEL,GST 12%,5004,22029920,9.26,9.83,10,12
SMOODH CHOCOLATE MILK,GST 12%,5004,22029920,9.26,9.83,10,0
RED BULL PURPLE EDITION,GST 28%+Cess 12%,5007,2209990,92.7,113,115,0
REAL ALPHONSO MANGO,GST 12%,5004,22029920,78.95,118,120,2
DAIRY DAY BLOCK FOREST ICE CRM CAKE,GST 18%,5005,21050000,359.99,440,450,4
DAIRY DAY CLASSIC ORANGE,GST 18%,5005,21050000,7.99,9.5,10,22
DAIRY DAY AMERICAN NUTS ICE CREAM,GST 18%,5005,21050000,159.2,190,199,0
DAIRY DAY GAJAR HALWA ICE CREAM,GST 18%,5005,21050000,159.2,190,199,2
DAIRY DAY COOKIES N CREAM,GST 18%,5005,21050000,159.2,190,199,1
AMUL ELACHI 200ML,GST 12%,5004,,22.5,24,25,3
DAIRY DAY CHOCO MOCHA ICE CREAM CAKE,GST 18%,5005,21050000,280,345,350,3
DAIRY DAY HONEY ALMOND ICE CREAM CAKE,GST 18%,5005,21050000,280.01,345,350,0
DAIRY DAY PLAIN PINEAPPLE 1+1,GST 18%,5005,21050000,199.99,245,250,1
AROKYA CURD 200G,GST 0% Tax,5001,,18,19.5,20,10
QUAKER OATS FLAVOUR MIX 200G,GST 5%,5003,1104,44.54,48,49,0
PRIYA AMLA PICKLE 300G,GST 12%,5004,20019000,75,85.5,90,0
CADBURY CHOCLAIRS GOLD COFFEE 605G,GST 18%,5005,4267528,173.91,195,200,0
SUNFEAST DARK FANTASY CHOCO NUT FILLS,GST 18%,5005,1905,30,34,35,3
B NATURAL MIX FRUIT +,GST 12%,5004,2202,100.56,129,130,0
TEDHE MEDHE MASLA 10/-,GST 12%,5004,2106,8.68,9.83,10,1
MILKY MIST BUTTER 60/-,GST 12%,5004,,55.01,59,60,13
CHILLI VATHAL 50G,GST 0% Tax,5001,,15,19,20,1
HAPPY MASALA VERMICILLI 100G,GST 12%,5004,19023090,16,19,20,0
HAPPY VEG NOODLES 100G,GST 12%,5004,19023090,13.5,16,17,2
EMIRATES FALOODA,GST 0% Tax,5001,,48.75,60,85,1
CHINGS VEG MANCHURIAN MASALA,GST 12%,5004,21039040,8.5,9.83,10,1
CHINGS PANEER CHILLI MASALA,GST 12%,5004,21039040,8.69,9.83,10,6
KINGO COLA SYRUP 700GMS,GST 0% Tax,5001,,150,200,210,0
PRO V PISTA 250G,GST 0% Tax,5001,,299.25,399,499,2
WALNUT BOX 250G,GST 0% Tax,5001,,337.5,450,500,0
MILKY MIST CURD POUCH 200G,GST 0% Tax,5001,,13,14.75,15,11
MAGGI 2 MIN MASALA MAHA PACK 90G,GST 12%,5004,19023010,13.77,14.75,15,28
CONTINENTAL SPL 10/-,GST 0% Tax,5001,,9,9.83,10,30
KANNAN DEVAN CLASSIC 500G,GST 5%,5003,9023020,131.8,160,162.5,6
PRO NATURE BROWN SUGAR 1KG,GST 5%,5003,17011310,119.2,140,149,3
YOHAN DATES 500G,GST 0% Tax,5001,,121.51,170,275,0
SAFFOLA HONEY 500G,GST 5%,5003,4090000,192.85,238,240,5
HAIKU PAROTTA,GST 5%,5003,,48,55,60,0
HAIKU WHEAT PAROTTA,GST 5%,5003,,48,55,60,1
HAIKU CHAPPATI,GST 5%,5003,,48,55,60,0
HAIKU POORI,GST 5%,5003,,48,55,60,0
HAPPY MASALA NOODLES 200GM,GST 12%,5004,19023090,30,35,38,6
HAPPY VEG NOODLES 200G,GST 12%,5004,19023090,26,30,33,3
DOUBLEMINT STRAWBERRY 33.6G,GST 18%,5005,17049090,44.25,49,50,10
AKSHAA BROWN RICE 500GM,GST 0% Tax,5001,,56.25,70,75,7
RUCIKA RAGI FLOUR 500G,GST 0% Tax,5001,,24,35,43,0
NESTLE KOKO KRUNCH 350G,GST 18%,5005,19041090,145.46,155,160,0
HERSHEYS HOT CHOCOLATE 250G,GST 18%,5005,18069090,182.6,205,210,2
REAL APPLE 1L,GST 12%,5004,22029920,82.9,102,105,1
REAL MANGO 1L,GST 12%,5004,22029920,78.95,98,100,5
REAL CRANBERRY 1L,GST 12%,5004,22029920,90.8,112,115,0
REAL PINEAPPLE 180ML,GST 12%,5004,22029920,14.03,19.5,20,0
REAL LITCHI 1L,GST 12%,5004,22029920,86.84,107,110,2
HAJMOLA ANARDANA 1/-,GST 12%,5004,30049011,0.83,1,1,0
JB DRY YEAST 25G,GST 12%,5004,21021020,31.61,45,50,1
HORLICKS CHOCOLATE BIB 500G,GST 18%,5005,19019090,195.38,209,211,0
KURKURE OUT OF CONTROL CHAAT,GST 12%,5004,210690,9.09,9.83,10,0
KURKURE UN CENS ORED TADKA,GST 12%,5004,210690,9.09,9.83,10,1
CONTINENTAL CREAMY COFFEE 10/-,GST 0% Tax,5001,,9,9.83,10,15
SUVAI GRAM FLOUR 200G,GST 5%,5003,11061000,16,22,26,6
UNIBIC CHOCO HAZELNUT 10/-,GST 18%,5005,19053100,7.97,9.5,10,18
UNIBIC SUGAR FREE 60G,GST 18%,5005,19053100,20.5,24,25,0
NS EGG 60/-,GST 0% Tax,5001,,45,60,70,0
REAL GRAPE 1L,GST 12%,5004,22029920,82.9,100,105,0
DABUR HONEY SQUEEZY 100G,GST 5%,5003,4090000,39.3,49,50,0
SAARAL AMLA 15/-,GST 12%,5004,2007,11.25,14,15,33
SAARAL AMLA HONEY 6PCS,GST 12%,5004,2007,67.49,89,90,10
KAMAKSHI ROSE MILK MIX 100G,GST 18%,5005,20081990,27.3,37,39,3
AMUL MASTI 1L,GST 0% Tax,5001,403,46,50,50,0
FANTA 1LT,GST 0% Tax,5001,22021010,42,49,50,1
MILK BIKIS 100*5,GST 0% Tax,5001,,56,63,65,0
PURE MAGIC CHOCOLUSH 300G,GST 18%,5005,,82.96,118,120,0
AVUL KETTI W 500G,GST 0% Tax,5001,,21,45,50,0
KISSAN NO ONION NO GARLIC SAUCE 950G,GST 12%,5004,2103,107.89,118,120,1
MC VITIES MARIE 250G,GST 18%,5005,19053100,25.98,29,30,0
MC VITIES DIGESTIVE 10/-,GST 18%,5005,19053100,8.66,9.83,10,0
MC VITIES MARIE 10/-,GST 18%,5005,19053100,8.66,9.83,10,0
MC DIGESTIVE 100G,GST 18%,5005,19053100,17.32,19.5,20,0
ELITE LITTLE CUPS STRAWBERRY,GST 18%,5005,190540,18,19,20,0
ELITE LITTLE CUPS BANANA,GST 18%,5005,190540,18,19,20,0
ELITE PLUM PUDDING CAKE 10/-,GST 18%,5005,1905,8.79,9.83,10,2
RED BULL SUMMER EDITION 250ML,GST 28%+Cess 12%,5007,22029990,90.64,115,115,0
GOOD DAY SURPRISE COOKIES 10/-,GST 18%,5005,,9.09,9.83,10,0
SUNFEAST MARIE LIGHT 15/-,GST 18%,5005,1905,13.11,14.75,15,0
NESTLE CERELAC KHICHADI WITH VEG GHEE,GST 18%,5005,19011090,233.03,250,254,2
NESTLE CERELAC RAGI APPLE 300G,GST 18%,5005,19011090,236.7,254,258,2
NESTLE CERELAC WHEAT HONEY DATES 300G,GST 18%,5005,19011090,233.03,250,254,0
SRI RAM PALAM JAGGERY 250G,GST 0% Tax,5001,,70,95,100,10
SRI PALAM JAGGERY 500G,GST 0% Tax,5001,,140,170,200,3
SRI RAM PALM SUGAR 250G,GST 0% Tax,5001,,58,75,80,5
SRI RAM PALM JAGGERY POWDER 1KG,GST 0% Tax,5001,,250,285,320,5
SRI RAM PALM JAGGERY POWDER 200G,GST 0% Tax,5001,,115,140,150,5
SRI RAM PALM CANDY MILK 200G,GST 0% Tax,5001,,94,115,125,0
SRI RAM COUNTRY SUGAR 1KG,GST 0% Tax,5001,,95,120,140,11
SRI RAM PALM CANDY POWDER 250G,GST 0% Tax,5001,,102.91,120,130,3
SRI RAM PALM CANDY POWDER 500G,GST 0% Tax,5001,,230,255,290,25
SRI RAM PALM JAGGERY POWDER 250G,GST 0% Tax,5001,,65,80,85,15
SRI RAM PALM SUGAR 500G,GST 0% Tax,5001,,110,140,150,18
FUN FOOD SAND WICH SPREAD GARLIC BELL PEPPER,GST 12%,5004,21039030,66.95,77,79,0
RUCHI VADU MANGO PICKLE 300G,GST 12%,5004,20019000,77.91,90.25,95,0
HORLICKS CHOCOLATE POUCH 500G,GST 18%,5005,19019090,175.92,187,190,1
LION NANNARI SHARBATH 700ML,GST 18%,5005,21069011,121.74,130,135,4
PRINGLES ORIGINAL 36G,GST 18%,5005,19059090,30.05,34,35,3
PRINGLES SOUR CREAM ONION 36G,GST 18%,5005,19059090,30.05,34,35,2
APIS ROYAL ZAHIDI DATES 250G,GST 12%,5004,20049000,96.65,114,116,1
MOUNTAIN DEW ICE 600ML,GST 28%+Cess 12%,5007,22029920,25.87,29.75,30,1
SUNFEAST MOMS MAGIC 5/-,GST 18%,5005,1905,4.57,5,5,2
UNIBIC FRUIT NUT 10/-,GST 18%,5005,19053100,7.97,9.5,10,14
UNIBIC CHOCO NUT 10/-,GST 18%,5005,19053100,7.97,9.5,10,14
UNIBIC CHOCO CHIP 10/-,GST 18%,5005,19053100,7.97,9.83,10,15
UNIBIC MILK COOKIES 10/-,GST 18%,5005,19053100,7.97,9.83,10,10
SIPPY PLAN NOODLES 450G,GST 12%,5004,1902,39,47.5,50,5
SIPPY EGG NOODLES 450G,GST 12%,5004,1902,45.54,60,65,4
SIPPY PALAK NOODLES 450G,GST 12%,5004,1902,45.54,60,65,8
SIPPY JOWAR NOODLES 450G,GST 12%,5004,1902,52.7,70,75,0
SIPPY RAGI NOODLES 450G,GST 12%,5004,1902,52.69,70,75,3
SIPPY MASALA NOODLES 450G,GST 12%,5004,1902,41.97,55,60,2
BREAD 30/-,GST 0% Tax,5001,,22.5,30,35,1
WHEAT BREAD 40/-,GST 0% Tax,5001,,30,40,42,1
SANDWICH BREAD 50/-,GST 0% Tax,5001,,37.5,50,52,0
MANNA GO GRAINS 200G,GST 18%,5005,21069099,93.74,103,105,3
JUNIOR HORLICKS VANILA 500G,GST 18%,5005,19011090,268.52,285,290,3
WEIKFIELD FALOODA MIX KESAR PISTA,GST 18%,5005,21069099,39.2,48,49,0
KEYA SCHEZWAN SAUCE 180G,GST 12%,5004,21039040,76.49,88,90,0
KEYA PIRI PIRI SAUCE 180G,GST 12%,5004,1902,84.14,97,99,2
KEYA SWEET CHILLY SAUCE 200G,GST 12%,5004,1902,76.49,88,90,2
KEYA TERIYAKI SAUCE 200G,GST 12%,5004,1902,76.49,88,90,2
KEYA BARBECUE SAUCE 200G,GST 12%,5004,1902,106.26,123,125,3
H-CURD 500ML,GST 0% Tax,5001,,28,32,32,10
H-CURD 10/-,GST 0% Tax,5001,,8.5,9.83,10,1
MILKY MIST KHOVA 1KG,GST 0% Tax,5001,,202.5,270,280,0
NATURO MIXED FRUIT 5/-,GST 12%,5004,2007990,4.35,5,5,87
NATURO RAW MANGO 5/-,GST 12%,5004,20079910,4.35,5,5,62
MAMBALAM IYERS PULI INGI THOKKU,GST 12%,5004,,53.59,63.65,67,0
BRITANIA SWEET BREAD 150G,GST 0% Tax,5001,,13.5,18,18,4
SHA CHATPATI IMLI 80G,GST 12%,5004,,54,65,70,3
SHA SWEET IMLI 80G,GST 12%,5004,,54,65,70,3
TOWN BUS THATTA170G,GST 12%,5004,,50.05,58,60,3
KURMURA MIX 60G,GST 12%,5004,,8.69,9.83,10,0
HALDIRAMS SOYA STICK 400G,GST 12%,5004,,78.26,88,90,0
MANNA SOYA NUGGETS 200G,GST 12%,5004,21061000,44.64,48,50,0
TT APPALAM 100G,GST 0% Tax,5001,19059040,16.67,30,36,0
KNORR THICK TOMATO SOUP 53G,GST 18%,5005,2104,47.43,53,55,4
TOWN BUS CHAKLI 170G,GST 12%,5004,,50.05,58,60,3
TATA ROCK SALT 500G,GST 0% Tax,5001,,49.17,63,65,10
BINGO POTATO CHIPS TOMATO,GST 12%,5004,2005,8.68,9.83,10,2
BINGO POTATO CHIPS CHILLI 52G,GST 12%,5004,2005,17.82,19.5,20,0
OVALTINE MALT BEBEVERAGE POWDER CHOCO 200G,GST 18%,5005,19019090,120.01,145,150,3
OVALTINE BEVERAGE POWDER MILK 200G,GST 18%,5005,19019090,120.01,145,150,2
FRESH PINEAPPLE DRINK 250ML,GST 12%,5004,22029920,52,63,65,6
WEIKFIELD WHIPPING CREAM,GST 18%,5005,,39.99,49,50,0
WEIKFIELD CUS POW KESAR PISTA 75G,GST 18%,5005,21069080,32,39,40,6
WEIKFIELD MUSTARD SAUCE 225G,GST 12%,5004,21032000,60,74,75,3
GO CHOCO WEELZ 36GM,GST 18%,5005,1905310,8.63,9.83,10,1
NANA KUTHIRAIVALI 500G,GST 0% Tax,5001,10082930,60,75,80,1
LAYS AMERICAN STYLE 190G,GST 12%,5004,210690,77.27,84,85,0
DORITOS MASALA MAYHEM 44G,GST 12%,5004,210690,18.18,19.5,20,1
REAL MILKSHAKE VANILLA,GST 12%,5004,22029930,23.09,29,30,0
AVT TEA 1KG,GST 5%,5003,9023020,280,320,325,3
UNIBIC CHOCO YUMMY 10/-,GST 18%,5005,19053100,7.97,9.83,10,4
NYLON JAVARISI 100G,GST 0% Tax,5001,,7.1,12,15,20
BINDHU JUNIOR TASTE APPALAM 10/-,GST 0% Tax,5001,,7.27,9.83,10,7
TRUST CRYSTAL SALT 1KG,GST 0% Tax,5001,,8.4,17,18,136
MAGIC POPS 10/-,GST 18%,5005,,7.04,9.83,10,63
IMILY 5/-,GST 0% Tax,5001,,3.62,5,5,12
ALICE DISCO STAR APPALAM 100G,GST Exempted Tax,5002,1905904,23.94,36,38,3
ALICE SPL GINGER VADAM 100G,GST Exempted Tax,5002,1905904,28.35,43,45,1
MAAN MARK MASALA APPALAM 100G,GST Exempted Tax,5002,,20,26,27,0
TOP STAR VERMICELLI 180G,GST 0% Tax,5001,,13,19,20,9
TOP STTAR RAGI VERMICELLI 180G,GST 0% Tax,5001,,21,25,26,1
YOHAU MAZAFATI DATES 500,GST 0% Tax,5001,,125,175,275,2
UNIBIC ORANGE SPLASH 10/-,GST 18%,5005,19053100,7.97,9.5,10,17
UNIBIC CASHEW ALMOND 10/-,GST 18%,5005,19053100,7.97,9.83,10,12
TWISTER TIN 250/-,GST 0% Tax,5001,,181.46,250,275,8
HEART GIFT CHOCOLATE 110G,GST 0% Tax,5001,,60.19,110,120,0
ORIENT CHOCOLATE,GST 0% Tax,5001,,240.76,330,350,4
OHMS RED CHILLI SAUCE 200ML,GST 12%,5004,21039020,33.74,40,45,0
JELLY 300/-,GST 0% Tax,5001,,201.63,300,325,2
WEIKFIELD ICING SUGAR 100G,GST 18%,5005,21069099,24,28,30,6
WEIKFIELD PUDDING MIX CARAMEL 70G,GST 18%,5005,21069099,35.99,43,45,6
ORIENT CHOCOLATE 115/-,GST 0% Tax,5001,,86.25,115,130,0
NANA PANIVARAGU 500G,GST 5%,5003,10082930,73.49,78,80,0
NKS PEPPER MURUKKU 125G,GST 5%,5003,2106,25,34,35,0
REAL MILKSHAKE CHOCOLATE 30/-,GST 12%,5004,22029930,23.09,29,30,1
REAL MILKSHAKE STRAWBERRY 30/-,GST 12%,5004,22029930,23.09,29,30,0
KADA EGG 55/-,GST 0% Tax,5001,,45,55,60,2
HALDIRAMS BHUJIA SEV 600G,GST 12%,5004,21069099,119.66,138,140,0
SOAN CAKE 400G,GST 12%,5004,21069099,113.96,123,125,0
MUNCH FRUIT O NUT 30/-,GST 18%,5005,19053211,25.56,29.5,30,0
AMUL CHOCOLATE SYRUP 250G,GST 18%,5005,,58.51,63,65,1
AMUL CHOCOLATE COOKIES,GST 18%,5005,,13.5,14.75,15,3
AMUL CASHEW COOKIES,GST 18%,5005,1905,18,19.5,20,1
AMUL ELACHI RUSK 10/-,GST 5%,5003,,9,9.83,10,0
REAL ORANGE 1L,GST 12%,5004,22029920,86.84,105,110,0
REAL PINEAPPLE 1L,GST 12%,5004,22029920,82.9,100,105,0
REAL PEACH 1L,GST 12%,5004,22029920,86.84,105,110,1
DABUR HOME MADE GINGER GARLIC PASTE 100G,GST 12%,5004,20049000,15.23,23,24,0
AKSHAA MILLET SATHU MAAVU,GST 0% Tax,5001,1104,37.5,49,50,6
BRITANIA DAIRY DAY 20G,GST 5%,5003,4059020,9.26,9.83,10,18
SAFFOLA MASALA OATS CLASSIC MASA,GST 18%,5005,1517.90.90,168.41,193,195,1
NIRMAL NEEM MULTANI MITTI,GST 0% Tax,5001,1,35,49,50,0
CHINGS DARK SOYA SAUSE,GST 12%,5004,19021900,17.49,19.5,20,4
BINDU KERALA PAPADAM 100G,GST 0% Tax,5001,,40,49,50,8
BAULI SPYROLL 10/-,GST 18%,5005,19059010,8.19,9.83,10,0
HALLS 1/-,GST 12%,5004,17049020,0.79,1,1,0
AMUL MILK CHOCOLATE 150G,GST 18%,5005,1806,85.5,99,100,4
KNORR HOT SOUR VEG SOUP 43G,GST 18%,5005,2104,47.43,53,55,8
POPULAR APPALAM MASALA,GST Exempted Tax,5002,,12,14,15,0
TATA SAMPANN MOON DAL 1KG,GST 5%,5003,7136000,133.3,160,185,6
SRI RAM COUNDRY SUGAR 500G,GST 0% Tax,5001,,38,65,70,34
KITKAT MINIDUO COKIES 10/-,GST 18%,5005,12170454A1,9.09,9.83,10,5
NESTLE KOKO CRUNCH VARIETY PACK,GST 18%,5005,1153T246VA,54.54,59,60,6
SRI RAM PALM JAGGERY 500GM,GST 0% Tax,5001,,140,170,200,10
SAFFOLA HONEY 1KG,GST 5%,5003,1517.90.90,330.01,472,475,0
COMBO VIN 64,GST 0% Tax,5001,,56.5,64,81,24
CURRY MASALA 5/-,GST 0% Tax,5001,,3.5,5,5,6
KNORR CHICKEN CUBE 6N,GST 12%,5004,2104,50.65,58,60,3
BALAJI MAVU 1KG,GST 0% Tax,5001,,30,40,45,2
RAJ KOZHUKATTAI FLOUR 500G,GST 0% Tax,5001,549,23,38,40,1
HALDIRAMS HALKE FULKE 100G,GST 12%,5004,20052000,17.09,19.5,20,5
