Item Name,GST Tax Desc,GST code,HSN code,Cost,Selling,M.R.P,Total Stock
GOKUL SANDAL BUY 3 GET 1 300G,GST 18%,5005,34011190,103.65,113,114,7
GOKUL COOL BUY 1 GET 1 150G,GST 18%,5005,33049120,54,117,120,6
PONDS MAGIC FR TALC 100G,GST 18%,5005,,110.22,122,125,14
PONDS MAGIC TALC 10/-,GST 18%,5005,3304,9.09,9.83,10,6
PONDS MAGIC TALC 400G,GST 18%,5005,3304,267.28,290,300,0
PONDS SANDAL TALC 15G,GST 18%,5005,3304,9.09,9.83,10,10
PONDS SANDAL TALC 100G,GST 18%,5005,8901030780,83.26,89,90,0
DERMI COOL 75G,GST 18%,5005,3401,68.3,84,85,12
DERMI COOL FRESH ALO,GST 18%,5005,3401,89.84,115,117,4
BIOTIQUE BASIL/SANDALWOOD TALC 150G,GST 12%,5004,30039012,112.5,132,135,2
BIOTIQUE MORNING NECTOR SOAP 75G,GST 12%,5004,30039011,41.66,49,50,8
VICCO VAJRADHANTHI BAJRA POWDER 100G,GST 5%,5003,30049011,82.03,93,94,1
FOGG MASTER BLAST TALC 120GM,GST 18%,5005,3304,103.96,124,125,3
FOGG MASTER BREEZE TALC 120GM,GST 18%,5005,3304,103.96,120,125,1
FOGG MASTER JOY TALC 120GM,GST 18%,5005,3304,103.96,120,125,2
FOGG MASTER SPLASH TALC 120GM,GST 18%,5005,3304,103.96,124,125,1
YARDLEY LAVENDER TALC 50GM,GST 18%,5005,33049120,45.74,53,55,0
YARDLEY LAVENDER  TALC 250GM ,GST 18%,5005,33049120,162.16,193,195,1
YARDLEY ROSE TALC 250GM,GST 18%,5005,33049120,170.58,200,205,2
YARDLEY RED ROSES TALC 100GM,GST 18%,5005,33049120,104.5,123,125,1
YARDLEY JASMINE TALC 250GM,GST 18%,5005,33049120,170.47,200,205,2
YARDLEY SANDALWOOD TALC 100GM,GST 18%,5005,33049120,104.5,123,125,2
YARDLEY LAVENDER SATIN TALC 100GM,GST 18%,5005,33049120,99.84,118,120,0
YARDLEY GOLD TALC 250GM,GST 18%,5005,33049120,170.58,200,205,6
YARDLEY ELEGANCE TALC 100GM,GST 18%,5005,33049120,104.5,123,125,5
YARDLEY ELEGANCE TALC 250GM,GST 18%,5005,33049120,170.59,200,205,5
YARDLEY GEN MEN TALC 250GM,GST 18%,5005,33049120,170.58,200,205,6
ENCHANTEUR ROMANTIC TALC 75GM,GST 18%,5005,33049120,79,93,95,1
ENCHANTEUR ROMANTIC TALC 125GM,GST 18%,5005,33049120,124.74,145,150,0
ENCHANTEUR ROMANTIC TALC 250GM,GST 18%,5005,33049120,182.95,213,220,0
ENCHANTEUR CHARMING TALC 75GM,GST 18%,5005,33049120,79,93,95,0
BORO PLUS ICE TALC POW 50G,GST 12%,5004,,36.65,41,42,3
NIVEA TALC MUSK 400G,GST 18%,5005,33049120,226.35,245,249,1
NIVEA TALC PURE 400G,GST 18%,5005,33049120,226.35,245,249,2
EMAMI NAVRATNA COOL TALC 100G,GST 18%,5005,30049011,66.32,75,76,0
EMAMI NAVARATNA TALC+METHO PLUS COMBO,GST 18%,5005,30049011,74.17,84,85,1
EMAMI NAVARATNA MAX TALC+ANAND BALM COMBO,GST 12%,5004,30049011,71.23,85,86,6
ENCHANTEUR ALLURING TALC 125GM,GST 18%,5005,33049120,124.74,147,150,3
ENCHANTEUR ALLURING TALC 75GM,GST 18%,5005,33049120,79,93,95,6
EVA COOL SPLASH PERFUME TALC 100G,GST 18%,5005,33072000,63.74,74,75,1
EVA SANDAL PERFUME TALC 100G,GST 18%,5005,33072000,60.86,74,75,2
EVA COOL FANTASY PERFUME TALC 100GM,GST 18%,5005,33072000,60.86,74,75,3
EVA MYSTIQUE PERFUME TALC 100GM,GST 18%,5005,33072000,60.86,74,75,2
EVA FRESH PERFUMED TALC 75/-,GST 18%,5005,33072000,60.86,74,75,2
EVA SWEET PERFUME TALC 100G,GST 18%,5005,33072000,60.86,74,75,0
YARDLEY LACE PERFUMED TALC 100GM,GST 18%,5005,33049120,104.5,123,125,1
EMAMI GOLDEN BEAUTY TALC,GST 18%,5005,33049120,73.87,80,82,2
GODREJ CINTHOL ORIGINAL TALC 300G,GST 18%,5005,34011190,117.82,133,135,2
CINTHOL LIME TALC 50G,GST 18%,5005,,21.81,24,25,1
BORO PLUS ICE SANDAL 50G,GST 12%,5004,30049011,36.65,41,42,2
BORO PLUS ICE SANDAL 150G,GST 12%,5004,30049011,95.72,109,110,4
EVE TALC FRESH 400GM,GST 18%,5005,33049120,149.11,180,195,0
EVE TALC MYSTIQUE 400GM,GST 18%,5005,33049120,149.11,180,195,4
EVA TALC SWEET 400G,GST 18%,5005,33049120,0,190,195,1
AXE SINGNATURE COLONE TALC 100G,GST 18%,5005,3307,67.36,69,70,0
PONDS DF TALC SANDAL 30G,GST 18%,5005,3304,15,19,20,0
SPINZ BB FACE TALC PINK,GST 18%,5005,33049120,54.59,64,65,3
SPINZ BB FACE TALC PINK 80G,GST 18%,5005,33049120,92.4,105,110,3
SPINZ BB FACE TALC PEARL WHITE,GST 18%,5005,33049120,54.59,64,65,2
SPINZ BB FACE TALC PEARL WHITE 80G+9G,GST 18%,5005,33049120,92.4,105,110,3
CINTHAL DEO TALC POW 300G,GST 18%,5005,,117.83,130,135,1
BAMBINO INSTANT PAYASAM KHEER MIX 200G,GST 18%,5005,2106,52.08,69,70,0
HARIMA COCOA POWDER 50G,GST 18%,5005,1805,52,63,65,5
HARIMA CHOCO CHIPS 100G,GST 18%,5005,18050000,76,90,95,3
HARIMA WHIPPING CREAM 50G,GST 18%,5005,2000,52,60,65,7
HARIMA AGAR 10G,GST 0% Tax,5001,1302,44,49,50,0
HARIMA DRY YEAST 25G,GST 12%,5004,2102,36,43,45,0
HARIMA GELATINE 50G,GST 18%,5005,35030020,64,75,80,3
HARIMA CITRIC ACID 50G,GST 18%,5005,2918,24,28,30,1
HARIMA ICING SUGAR 100G,GST 18%,5005,1704,24,29,30,6
HARIMA CUSTURD SUGAR 200G,GST 5%,5003,,36.01,44,45,0
HARIMA PALM SUGAR 100G,GST 5%,5003,1782,28,34,35,0
HARIMA CUSTARD POWDER PINE,GST 0% Tax,5001,2106,32,39,40,9
HARIMA CUSTARD POWDER VANNILA,GST 18%,5005,2106,32,39,40,3
HARIMA CUSTARD POWDER MANGO,GST 0% Tax,5001,2106,32,39,40,0
TIGER KESARI COL STD 100G,GST 18%,5005,32041989,24.5,37,38,3
TIGER KESARI APPLE GREEN 100G,GST 18%,5005,32041989,24.5,37,38,3
TIGER KESARI PINE APPLE BOX 20ML,GST 0% Tax,5001,33021010,18.2,31,32,19
TIGER KESARI ROSE BOX 20ML,GST 18%,5005,33021010,22.49,39,40,24
TIGER KESARI VANNILLA WHI BOX 20ML,GST 18%,5005,33021010,19.2,35,36,44
TIGER KESARI ALMOND BOX 20ML,GST 18%,5005,33021010,15.2,25,26,8
TIGER KESARI PISTA 20ML,GST 18%,5005,33021010,15.2,25,26,10
TIGER KESARI KEWRA 20ML,GST 18%,5005,33021010,15.2,25,26,0
TIGER KESARI MANGO 20ML,GST 18%,5005,33021010,17.21,28,29,0
TIGER KESARI ROSE BOX  20ML,GST 0% Tax,5001,33021010,16.2,25,26,16
TIGER KESARI GRAPES BOX 20ML,GST 0% Tax,5001,33021010,17.2,28,29,12
TIGER KESARI CARDAMOM BOX 20ML,GST 18%,5005,33021010,19.2,30,31,5
TIGER KESARI LEMON MIX 20ML,GST 18%,5005,33021010,17.2,28,29,0
TIGER KESARI ORANGE 20ML,GST 18%,5005,33021010,17.2,28,29,8
TIGER KESARI ROSE MIX BOX 20ML,GST 0% Tax,5001,33021010,21.3,33,34,14
GRB CHUTNEY POWDER 50G,GST 5%,5003,9109100,10.75,16,20,0
GRB BAJI BONDA MIX 200G,GST 18%,5005,21069099,25,38,39,10
GRB PAYASAM MIX 100G,GST 18%,5005,21069099,32,39,40,63
GRB PAYASAM MIX 200G,GST 18%,5005,21069099,56,68,70,31
GRB RAVA IDLY MIX 500G,GST 18%,5005,21069099,88,106,110,3
GRB RAVA DOSA MIX 500G,GST 18%,5005,21069099,88.01,106,110,10
KAMAKSHI COCOA POWDER 50GM,GST 18%,5005,18050000,43.39,61,62,9
KAMAKSHI DRY YEAST 25GM,GST 12%,5004,21021020,26.6,36,38,6
KAMAKSHI CUSTARD POWDER RAS 100GM,GST 18%,5005,21069080,27.99,38,40,8
KAMAKSHI BAKING SODA 100GM,GST 18%,5005,2836,16.1,22,23,12
KAMAKSHI BAKING POWDER 50,GST 12%,5004,21023000,14.7,20,21,11
KAMAKSHI BAKING POWDER 100G,GST 12%,5004,21023000,21,28,30,8
KAMAKSHI ICE CREAM POWDER 100G,GST 5%,5003,21069099,31.14,47,50,6
KAMAKSHI DRY MANGO POWDER 50GM,GST 5%,5003,17020000,27.99,38,40,0
KAMAKSHI  DRY MANGO POWDER 50GM,GST 5%,5003,17020000,32.19,45,46,0
ANNAI HERBAL MIX 750GM,GST 5%,5003,12110000,247.86,280,290,1
MTR GULAB MIX(1+1)FREE,GST 18%,5005,21069099,55.74,120,130,61
MTR INSTANT VERMI PAYASAM MIX100G,GST 18%,5005,21069099,38.95,44,45,4
MTR INSTANT VERMI PAYASAM MIX180G+GULAB JAM FREE,GST 18%,5005,21069099,64.94,74,75,7
MTR INSTANT RAVA IDLY MIX 500G,GST 18%,5005,21069099,34.85,113,115,41
MTR INSTANT RAVA IDLY MIX 200G,GST 18%,5005,21069099,63.64,69,70,1
MTR RAVA DOSA MIX 500G,GST 18%,5005,21069099,118.18,128,130,4
AACHI GULAB JAMUN MIX 200GM(1+1),GST 18%,5005,21069099,103.97,120,130,10
AACHI PAYASAM MIX 100G,GST 18%,5005,21069099,21,48,50,8
AACHI PAYASAM MIX 200G(FREE BAJI BONDA POWDER 200),GST 18%,5005,21069099,36,83,85,11
SPECIAL COMBO,GST Exempted Tax,5002,,150,200,230,0
COCONUT COPRA,GST Exempted Tax,5002,,185,280,280,1.75
AACHI TURMERIC POWDER 500GMS,GST 5%,5003,9093030,69.01,160,175,7
MAGGI TOMATO SAUCE 200G,GST 12%,5004,21032000,56.88,61,62,0
MAGGI COCO MILK POWDER 100G,GST 5%,5003,11063090,100.92,108,110,3
MAGGI TOMATO KETCHUP 500G,GST 12%,5004,21032000,91.74,98,100,13
MAGGI HOT AND SWEET 500G,GST 12%,5004,21032000,105.51,112,115,9
MAGGI PASTA CHEESE 70G,GST 12%,5004,19023010,25.69,27,28,24
MAGGI TOMATO KETCHUP 90G,GST 12%,5004,21032000,13.77,14.75,15,21
NESCAFE SUN AROMA 100G,GST 18%,5005,21011120,168.22,175,180,7
MAGGI FUSIAN SPICY TOMATO CUP 70G,GST 12%,5004,19023010,45.45,49,50,0
MAGGI 2 MIN MASALA CURRY NOODLES 60.5G,GST 12%,5004,19023010,13.77,14.75,15,10
KEYA PASTA CHIFF RIGA 500G,GST 12%,5004,1902,140,171,175,7
KEYA PASTA CONCHI SHELL 500G,GST 12%,5004,1902,128.01,158,160,8
KEYA PASTA SPIRA FUSI 500G,GST 12%,5004,1902,128.01,158,160,7
WEIKFIELD CUSTARD POWDER(VAN) 100G,GST 18%,5005,21.06.9080,31.03,36,37,0
WEIKFIELD CUS POW BUTT SCO 75G,GST 18%,5005,21.06.9080,30.68,35,37,0
WEIKFIELD CUS POW MANGO FLA 75G,GST 18%,5005,21.06.9080,32,39,40,2
WEIKFIELD JELLY STRAWBERRY 90G,GST 18%,5005,21.06.9080,36.06,44,45,5
WEIKFIELD BAKING POW100G,GST 12%,5004,21023000,16,19,20,1
WEIKFIELD CUS POW SREABERI 75G,GST 18%,5005,21.06.9080,30.68,35,37,0
WEIKFIELD JELLY RASBERRY CRYSTAL 90G,GST 18%,5005,21.06.9080,35.99,44,45,10
WEIKFIELD GARLIC CHILLI SAUCE 200G,GST 12%,5004,21.03.9020,40.99,49,50,0
WEIKFIELD SOYA SAUCE 200G,GST 12%,5004,21.03.9020,45.92,53,55,0
BAMBINO CUFF COLL CLE PRE WH 200ML,GST 18%,5005,34022020,44,53,55,0
MTR VANGIBATH 100G,GST 5%,5003,91091000,54.55,59,60,8
MTR PAV BHAJI 100G,GST 5%,5003,91091000,81.82,88,90,5
MUESLI FRUIT MAGIC 500G,GST 18%,5005,19041090,286.36,306,315,2
ID DAILEEZ IDLY/DOSA 1KG,GST 5%,5003,21061000,46,50,55,1
ID MALABAR PAROTA 400G,GST 0% Tax,5001,19059090,66,75,80,3
ID WHEAT PAROTA 400G,GST 5%,5003,19059090,62,72,75,2
ID WHEAT CHAPATHI 390G,GST 5%,5003,19059090,58,69,70,6
AMUL SPRAY 500G,GST 5%,5003,402,185.18,195,197,3
AMUL SPRAY TIN 500G,GST 5%,5003,402,192.7,203,205,0
AMUL SPRAY 200G,GST 5%,5003,402,69.56,72,74,0
AMUL FRESH CRM 250ML,GST 0% Tax,5001,401,59.22,62,63,4
WEIKFIELD COCOA POWDER 50G,GST 18%,5005,,51.99,63,65,2
WEIKFIELD BAKING SODA 100G,GST 12%,5004,,23.05,29,30,0
WEIKFIELD PASTA PENNE 200G,GST 12%,5004,,57.12,66,70,2
WEIKFIELD PASTA ELBOW 200G,GST 12%,5004,,57.12,66,70,4
WEIKFIELD PASTA FUSLI 200G,GST 12%,5004,,57.12,66,70,6
WEIKFIELD PASTA SHEL 200G,GST 12%,5004,,57.12,66,70,4
WF WHITE PASTA SAUCE 25G,GST 12%,5004,,24.63,28,30,2
WEIKFIELD RED PASTA SAUCE 200G,GST 12%,5004,,35.84,39,40,0
UDUPIS CHAPPATHI,GST Exempted Tax,5002,,45,60,65,10
UDUPIS POROTTA,GST Exempted Tax,5002,0,45,60,65,3
UDUPIS IDLY DOSA MIX,GST Exempted Tax,5002,,40,50,65,5
GRB GULAB JAMUN MIX 175G BUY1 GET1,GST 18%,5005,,95.16,125,130,45
MTR MASALA IDLI MIX 500G,GST 18%,5005,21069099,104.55,113,115,5
MTR RAGI DOSA MIX 500G,GST 18%,5005,21069099,113.63,123,125,9
MTR OATS IDLI MIX 500G,GST 18%,5005,21069099,122.73,133,135,0
MTR MULT DOSA MIX 500G,GST 18%,5005,21069099,140.9,153,155,10
MTR UPMA MIX170G,GST 18%,5005,21069099,40.91,44,45,0
MTR VADA MIX 200G,GST 18%,5005,21069099,95.45,103,105,5
MTR RICE SEVAI 400G,GST 5%,5003,19023010,45.46,49,50,1
MTR RICE SEVAI 165G,GST 5%,5003,19023010,21.74,24,25,5
MTR RAGI VERMICELLI 400G,GST 5%,5003,19023010,47.83,54,55,6
TOP RICH BUTRY 75G,GST 18%,5005,19021900,8.87,9.83,10,0
UDUPIS WHEAT POORI 300G,GST Exempted Tax,5002,,40,55,60,1
AACHI PAYASAM MIX 200G,GST 18%,5005,21069099,56.01,68,70,26
AACHI RAVA DOSA MIX 200G,GST 18%,5005,21069099,41.5,47,50,8
AACHI RAVA IDLY MIX 200G,GST 18%,5005,210699099,41.5,47,50,8
AACHI ADAI MIX 200G,GST 18%,5005,21069099,55,63,65,0
AACHI HEALTH MIX 200G,GST 5%,5003,21069099,117,130,140,7
AACHI HEALTH MIX 500G,GST 5%,5003,21069099,102.5,237,250,12
HAPIMA FRIED RICE HS 20GM,GST 12%,5004,21039040,7.5,9.83,10,28
HAPIMA FRIED RICE ORIJINAL 18.50GM,GST 12%,5004,21039040,7.5,9.83,10,20
HAPIMA CRISPY FRY MIX 72GM,GST 12%,5004,21039040,15,19,20,9
HAPIMA CRISPY FRIED RICE MIX VEG 35GM,GST 12%,5004,21039040,7.5,9.83,10,10
HAPIMA CRISPY HS VEG 35GM,GST 12%,5004,21039040,7.5,9.83,10,31
FUN FOOD VEG MAYONNAISE 100G,GST 12%,5004,,33.05,38,39,1
VEEBA GARLIC MAYONAISE 250G,GST 12%,5004,,63.2,77,79,6
VEEBA MINT MAYONAISE 250G,GST 12%,5004,,128.8,158,161,3
WINGREENS BARBEQUE 130G,GST 0% Tax,5001,,59.5,99,119,0
VEEBA SWEET CHILLY 350G,GST 0% Tax,5001,,98.1,107,109,0
VEEBA THOUSAND ISLAND 300G,GST 12%,5004,,103.2,127,129,5
VEEBA SOUTH WEST 300G,GST 12%,5004,,119.2,146,149,3
VEEBA PERI PERI 300G,GST 0% Tax,5001,,134.1,147,149,0
VEEBA PEANUT BUTTER 340G,GST 12%,5004,,123.2,146,154,0
FUN FOOD PIZZA TOPING 100G,GST 12%,5004,,33.05,38,39,11
VEEBA PIZZA TOPING 280G,GST 12%,5004,21032000,63.2,77,79,5
VEEBA PASTA PIZZA280G,GST 12%,5004,,60,74,75,5
VEEBA CHESE CHILLI SPREAD 275G,GST 12%,5004,,71.2,87,89,2
FUN FOOD MUSTARD SAUCE 260/-,GST 0% Tax,5001,,62.1,68,68,0
FUN FOOD CHESE CHILLI 79/-,GST 12%,5004,,66.95,77,79,1
MTR RICE IDLI 200G,GST 18%,5005,21069099,59.1,64,65,4
VEEBA EGGLESS 250G,GST 12%,5004,21039030,63.2,76,79,16
VEEBA SMART MAYONAISE  250G,GST 12%,5004,21039030,63.21,75,79,3
VEEBA BURGER MAYO 250G,GST 12%,5004,21039030,63.2,75,79,2
VEEBA CHILLI MAYONAISE 275G,GST 12%,5004,21039030,67.2,82,84,2
VEEBA CARROT CUCUMBER 250G,GST 12%,5004,21039030,68,83,85,7
VEEBA T I S SPREAD 280G,GST 12%,5004,21039030,71.2,86,89,0
VEEBA SALSA 360G,GST 12%,5004,21032000,95.2,116,119,2
VEEBA EGGLESS 100G,GST 12%,5004,21039030,31.2,38,39,4
MAGGI 2 MIN 420G,GST 12%,5004,19023010,66.06,71,72,34
MAGGI 2 MIN 280G,GST 12%,5004,19023010,39.45,42,43,15
MAGGI NUT LICIOUS 290G,GST 12%,5004,19023010,85.46,92,94,6
REGE TRAIL MIX 200G,GST Exempted Tax,5002,,299,355,360,1
W G CHEESY SAUCE 450G,GST Exempted Tax,5002,,99.5,189,199,0
W G GARLIC SAUCE 450G,GST Exempted Tax,5002,,74.5,139,149,0
W G PERI PERI KITCHUP 450G,GST Exempted Tax,5002,,74.5,139,149,0
W G MEXICAN SALSA 450G,GST Exempted Tax,5002,,74.5,139,149,0
KISSAN S SPICY 200G,GST 12%,5004,2103,59.63,64,65,2
RUCHI GARLIC 50G,GST 12%,5004,20019000,8,9.83,10,4
TATA Q CHEESY CHICKEN PASTA 305G,GST 12%,5004,21069099,106.26,120,125,3
TATA Q TOMATO PASTA.VEGGIES 290G,GST 12%,5004,21069099,84.14,96,99,4
TATA Q CHEESY PASTA BLACK OLIVE 290G,GST 12%,5004,21069099,84.14,95,99,1
TATA Q SCHEZWAN  NOODLES VEGGIE 290G,GST 12%,5004,21069099,84.14,96,99,2
VEEBA CLASS MAYONAISE 250G,GST 12%,5004,21039030,63.2,78,79,5
VEEBA TANDOORI MAYONAISE 250G,GST 12%,5004,21039030,63.2,77,79,8
VEEBA CARROT CUCUMBER 100G,GST 12%,5004,21039030,31.2,38,39,3
VEEBA PASTA PIZAA SAUCE 100G,GST 12%,5004,21032000,31.2,38,39,5
VEEBA T TOMATO KETCHUP 100G,GST 12%,5004,21032000,12,14,15,3
VEEBA T TOMATO KETCHUP 360G,GST 12%,5004,21032000,71.2,86,89,27
VEEBA CLASS IMLI SAUCE 100G,GST 12%,5004,210320000,19.2,23,24,20
VEEBA CLASS IMLI SAUCE 360G,GST 12%,5004,210320000,75.2,92,94,2
VEEBA HOT S T CHILLI SAUCE 100G,GST 12%,5004,21032000,16,19,20,7
VEEBA HOT S T CHILLI SAUCE 360G,GST 12%,5004,21032000,75.2,90,94,10
MAGGI PASTA CHEESE TOMATO 64G,GST 12%,5004,19023010,25.69,27,28,25
MAGGI PASTA MUSHROOM 64G,GST 12%,5004,19023010,25.69,27,28,0
MAGGI MASALA AND MAGIC SAUCE 5/-,GST 12%,5004,21039040,4.27,5,5,73
MAGGI HOT AND SWEET TOMATO CHILLY S 90G,GST 12%,5004,21032000,20.18,21,22,26
MANGO VATHAL 100G,GST 5%,5003,711210,15.75,22,25,4
FUN FOOD VEG MAYONNAISE GARLIC 100G,GST 12%,5004,21039030,33.05,38,39,10
FUN FOOD VEG MAYONNAISE ORGINAL 250G,GST 12%,5004,21039030,66.95,77,79,2
FUN FOOD VEG MAYONNAISE CLASSIC 245G,GST 12%,5004,21039030,66.95,77,79,9
FUN FOOD VEG MAYONNAISE GARLIC 250G,GST 12%,5004,21039030,66.95,77,79,3
FUN FOOD VEG MAYONNAISE OLIVE OIL 250G,GST 12%,5004,21039030,66.95,77,79,4
MTR INSTANT VEG UPMA 80G,GST 18%,5005,21069099,50,55,55,0
MTR PONGAL 300G,GST 18%,5005,21069099,77.28,84,85,6
MTR PANNER BUTTER MASALA 300G,GST 18%,5005,21069099,122.73,132,135,0
MTR LABAN STRECHY MAN 22G,GST 12%,5004,17049090,8.74,9.83,10,0
MTR RASAGULLA 500G,GST 5%,5003,21069099,109.1,118,120,0
MAMBALAM NANNARI SARBATH 700ML,GST 18%,5005,,119.99,140,150,11
MAMBALAM ROSE SARBATH 700ML,GST 18%,5005,,119.99,140,150,6
MAMBALAM LEMON GINGER SARBATH 700ML,GST 18%,5005,,125.49,155,160,1
DOUBLE HORSE INSTANT IDIYAPPAM 50G,GST 12%,5004,,52,63,65,2
DOUBLE HORSE INSTANT IDIYAPPAM 200G,GST 12%,5004,,104,120,130,0
BAMBINO PASTTA CREAMY CHEESE 68G,GST 12%,5004,,24.04,27,28,8
AASIRVAAD RICE IDLI INSTANT MIX 200G,GST 18%,5005,2106,39.29,49,50,22
YIPPEE PASTA TROPIC,GST 12%,5004,1902,23.11,24.5,25,0
YIPPEE PASTA MASALA,GST 12%,5004,1902,21.72,24,25,0
MODERN CHAPPATHI 55/-,GST 0% Tax,5001,,45,50,50,2
ID DOSA 75,GST 0% Tax,5001,,48.71,59,75,1
AACHI MURRUKKU MIX 500G,GST 18%,5005,21069099,36,68,70,0
WINKIES NOVO CHO CAKE FIN 10/-,GST 18%,5005,,8.5,9.83,10,15
TOP RAMEN FIREY CHILLY 70G,GST 12%,5004,,9.01,9.83,10,37
TOP CUP MUTTON,GST 12%,5004,,45.05,49,50,1
ID MILDLY SALTED IDLY/DOSA 1KG,GST 0% Tax,5001,21061000,59.29,73,75,6
MAGGI VEG ATTA 20/-,GST 12%,5004,,16.36,19.5,20,3
MAGGI MASALA CURRY 15/-,GST 0% Tax,5001,,12.93,14.75,15,181
HARIMA ICE CREAM MIX POWDER 100G,GST 18%,5005,,40,49,50,3
HARIMA CUSTARD POWDER STRAWBERRY 100G,GST 0% Tax,5001,,32,39,40,0
VEEBA PIZZA ON A SLICE,GST 12%,5004,21032000,71.2,87,89,1
VEEBA TRULY TOMATO 900G,GST 12%,5004,21032000,103.2,125,129,0
HEINZ TOMATO KETCHUP 600G,GST 12%,5004,21032000,139.09,155,160,5
MAMBALAM GARLIC KU RICE MIX 200G,GST 12%,5004,,51.59,70,71,0
MAMBALAM CORIANDER LEAF RICE MIX 200GM,GST 12%,5004,,57.59,71,72,4
MAMBALAM PUDHINA RICE 200GM,GST 12%,5004,,57.59,71,72,5
MAMBALAM IYER ONION KU RICE MIX 200G,GST 12%,5004,,53.59,63.65,67,5
MAMBALAM IYER IDLI CHILLY POWDER 100G,GST 5%,5003,,24,55,60,3
MAMBALAM IYER DHALL POWDER 100G,GST 5%,5003,,24,55,60,3
MAMBALAM IYER SAMBAR POWDER 100G,GST 5%,5003,,39.99,48.5,50,1
MAMBALAM IYER RASAM POWDER 100G,GST 5%,5003,,34.65,44,45,0
DRUK TOM SAUCE 200G,GST 0% Tax,5001,,36.86,46,47,0
GRB GULAB JAMUN 175G 1+1,GST 18%,5005,21069099,96.01,110,120,0
GREEN HYDRA BOMB 32G,GST 18%,5005,33049990,86.08,97,99,0
GREEN LIGHT COM 32G,GST 18%,5005,33049990,86.08,96,99,0
HEINEKEN NON AL CAN 330ML,GST 18%,5005,22029100,62.51,73,75,0
HARIMA BASIL SEEDS 100G,GST 0% Tax,5001,1302,48,59,60,0
HARIMA CUSTARD POWDER ROSEBERRY 100G,GST 0% Tax,5001,,32,39,40,1
HARIMA JELLY CRYSTALS POWDER 90G,GST 18%,5005,,40,48,50,5
PILLSBURY CHOCO COOKER CAKE 150G,GST 5%,5003,,78.03,98,100,1
PILLSBURY CHOCO VANILA CAKE 150G,GST 5%,5003,,84.6,98,100,1
A AND M VEG MASALA NOODLES 3N 28/-,GST 12%,5004,19021100,22.96,27,28,0
BAMBINO SHELL 400G,GST 12%,5004,1902,43,47,48,4
BAMBINO SPRING 500GM,GST 12%,5004,1902,135,148,150,0
BAMBINO GULAB JAMUN MIX 175GM,GST 18%,5005,2104,47,105,110,12
WEIKFIELD FALLODA MIX ROSE 200GM,GST 18%,5005,21.06.9099,39.2,48,49,2
WEIKFIELD PASTA FUSILI 400GM,GST 12%,5004,,112,135,140,7
WEIKFIELD PASTA CHEESY CREAMY 25/-,GST 12%,5004,,21,24,25,1
FUN FOOD VEG MAYONNAISE BURGER 100G,GST 12%,5004,21039030,33.05,38,39,5
FUN FOOD VEG MAYONNAISE BURGER 245GM,GST 12%,5004,21039030,66.95,77,79,0
NIRAPARA PAL APPAM PODI 500G,GST 5%,5003,11023000,49.19,57,59,0
BAMBINO CHIF RI 500G,GST 12%,5004,1902,135,147,150,0
BAMBINO SPRING 500G,GST 12%,5004,1902,135,147,150,0
NATURE BOX IDLY/DOSA BATTER 1L,GST 0% Tax,5001,,40,58,60,0
VEEBA OLIVE OIL MAYONNAISE 380G,GST 12%,5004,,135.2,167,169,3
VEEBA HONEY MUSTARD MAYONAISE 250G,GST 12%,5004,21039030,119.2,147,149,4
WEIKFIELD RED CHILLY SAUCE 200G,GST 12%,5004,21.03.9020,45.92,53,55,0
WEIKFIELD FALLODA MIX STRAWBERRY 200GM,GST 18%,5005,21.06.9099,39.2,48,49,0
WEIKFIELD COOKER CAKE MIX VAN 150G,GST 5%,5003,,38,93,95,0
WEIKFIELD COOKER CAKE MIX CHOCO150G,GST 5%,5003,,38,93,95,0
BAMBINO ROASTED VERMICELLI 400G,GST 5%,5003,,44,47,50,1
FUN FOODS VEG MAYONNAISE ORIGINAL 400G,GST 12%,5004,21039030,105.93,123,125,0
HEALTH BASKET MILLET BALLOON VINE DOSA MIX 300GM,GST 5%,5003,11029090,71.24,91,95,7
HEALTH BASKET MILLET CURRY LEAVES DOSA MIX 300GM,GST 5%,5003,11029090,71.24,91,95,6
HEALTH BASKET MILLET MASALA DOSA MIX 300GM,GST 5%,5003,11029090,71.24,91,95,3
HEALTH BASKET MILLET MORINGA LEAVES DOSA MIX 300GM,GST 5%,5003,11029090,71.24,91,95,2
HEALTH BASKET MILLET MASALA CHAPATI MIX 500GM,GST 5%,5003,11029090,71.24,91,95,6
HEALTH BASKET MILLET MORINGA LEAVES CHAPATI MIX 500GM,GST 5%,5003,11029090,71.24,91,95,4
HEALTH BASKET MILLET FENUGREEK LEAVES CHAPATI MIX 500GM,GST 5%,5003,11029090,71.24,91,95,4
HEALTH BASKET BLACK GRAM KALI MIX 200G,GST 12%,5004,201069099,82.5,105,110,2
HEALTH BASKET FENUGREEK KALI MIX 200G,GST 12%,5004,201069099,82.5,105,110,5
FUN FOODS VEG MAYONNAISE CHILLI 250G,GST 12%,5004,21039030,66.95,77,79,2
FUN FOOD VEG MAYONNAISE GREEN MINT 250G,GST 12%,5004,21039030,66.95,67,69,1
NIRAPARA SAMBA WHEAT PUTTU PODI,GST 5%,5003,11023000,55.65,67,69,0
HABIT COCONUT MILK 110/-,GST 18%,5005,22090090,64.43,80,110,0
WEIKFIELD PASTA CHEEZY MAC 77G,GST 12%,5004,,20.72,24,25,1
