Item Name,MFR Name,Selling,M.R.P,Total Stock
LAYER WATTAGIRL MARINE BAY 100ML,MFR,180,189,4
LAYER WATTAGIRL PEAR PASSION 100ML,MFR,180,189,4
LAYER WATTAGIRL SERENE TANGERINE 100ML,MFR,180,189,1
LAYER WATTAGIRL TROPICAL BERRY 135ML,MFR,215,225,3
LAYER WATTAGIRL TUSCAN GREEN 135ML,MFR,215,225,2
LAYER WG AMR KISS 135ML,MFR,220,225,3
LAYER WG DEEP SPC 135ML,MFR,176,195,0
LAYER WG FRESH CITRUS 135ML,MFR,215,225,3
LAYER WG HEAVEN 135ML,MFR,245,259,1
LAYER WG MYSTIC ISLN 135ML,MFR,220,225,3
LAYER WG PINK ANGLE 135ML,MFR,215,225,1
LAYER WG PURE PARAD 135ML,MFR,205,215,5
LAYER WG SCRT CRUH 135ML,MFR,230,239,4
LAYER WG SPELL BOUND 135ML,MFR,200,215,1
LAYER WOT VAN TWIST 135ML,MFR,215,225,0
LAYERR SHOT ALPINE FRESH 130ML,MFR,220,221,1
LAYERR SHOT BLACK NOIR,MFR,220,221,2
LAYERR SHOT FIERY PRIDE,MFR,220,221,2
LAYERR SHOT FOREST SPICE,MFR,215,221,0
LAYS AMERICAN CREAM AND ONION FLAVOUR 28G,MFR,29,30,12
LAYS AMERICAN STYLE 190G,MFR,84,85,0
LAYS CA CREAM AND ONION 28G,MFR,9.8,10,35
LAYS CHEESY LOVE,MFR,9.8,10,0
LAYS CHEESY LOVE 20/-,MFR,19.5,20,6
LAYS CHILE LIMON 50G,MFR,19.5,20,3
LAYS CHILLI LIMON FLA 10/-,MFR,9.8,10,30
LAYS CLASSIC SALT 28G,MFR,9.8,10,23
LAYS CLASSIC SALTED 115G,MFR,49,50,2
LAYS CLASSIC SALTED 30/-,MFR,29,30,2
LAYS CLASSIC SALTED 52G,MFR,19.5,20,18
LAYS CREAM ONION 90G,MFR,34,35,24
LAYS CREAM ONION FLAVOUR 52G,MFR,19.5,20,35
LAYS GOURMET 55G,MFR,19.5,20,0
LAYS HERBY CRUSH,MFR,9.8,10,0
LAYS HERBY CRUSH 50G,MFR,19.5,20,0
LAYS HOT SWEET CHILLI 28G,MFR,9.8,10,32
LAYS HOT SWEET CHILLI 52G,MFR,19.5,20,9
LAYS HOT SWEET CHILLI 78G,MFR,29,30,5
LAYS MAGIC MASALA 10/-,MFR,9.8,10,19
LAYS MAGIC MASALA 20/-,MFR,19.5,20,17
LAYS MAGIC MASALA 35/-,MFR,29,30,23
LAYS MAX 20/-,MFR,19.5,20,2
LAYS MAX MACHO CHILLI 22.5G,MFR,9.8,10,10
LAYS MAX MACHO CHILLI 63G,MFR,34,35,9
LAYS MAX SIZ BAR 36G,MFR,19.5,20,5
LAYS MAX SIZ BAR 63G,MFR,34,35,2
LAYS MAXX CHILLI 59G,MFR,29,30,6
LAYS MAXX MACHO CHILLI 20/-,MFR,19.5,20,10
LAYS MAXX SIZZLING 56G,MFR,29,30,1
LAYS MAXX SIZZLING BARBEQUE 22.5G,MFR,9.8,10,46
LAYS MOCHA CHILLI 28G,MFR,9.8,10,27
LAYS SHAPEZ HEARTIEZ CARAMEL,MFR,19.5,20,5
LAYS SHAPEZ HEARTIEZ MASALA,MFR,19.5,20,12
LAYS SIZZLIN HOT 10/-,MFR,9.8,10,25
LAYS SIZZLIN HOT 50G,MFR,19.5,20,21
LAYS SPANISH TOMATO TANGO 28G,MFR,9.8,10,102
LAYS SPANISH TOMATO90G,MFR,49,50,2
LAYS TOMATO TA 52G,MFR,19.5,20,31
LAYS TOMATO TA 90G,MFR,29,30,16
LAYS WAFER STYLE CHILLI FLAVOUR 10/-,MFR,9.8,10,28
LAYS WAFER STYLE SALT 48G,MFR,19.5,20,20
LAYS WAFER STYLE SALT AND PEPPER 10/-,MFR,9.8,10,11
LAYS WAFER STYLE TANGY FLAVOUR,MFR,9.8,10,10
LAYS WAFER STYLE TANGY FLAVOUR 20/,MFR,19.5,20,7
LAYS WAFER STYLE WAFER STYLE CHILLI 52G,MFR,19.5,20,0
LAYS WAH 115G,MFR,49,50,15
LC BUTTER SCOTCH 65ML,MFR,15,15,8
LC ORANGE 10/-,MFR,9.8,10,42
LC PANN 60ML,MFR,19.5,20,18
LEAD BOX 5/-,MFR,5,5,34
LEAD PENCIL ,MFR,14.5,15,12
LEADER GRAM FLOUR 200G,MFR,18,19,10
LEADER GRAM FLOUR 500G,MFR,44,45,6
LEAF SET SMALL,MFR,0,0,0
LEHAR CLUB SODA 600ML,MFR,19,20,4
LEMON,MFR,90,90,4.45
LEMON ACTIVE SOAP 10/-,MFR,9.8,10,0
LEMON ICE TEA 250ML,MFR,19.5,19.5,3
LEMON ICE TEA PEACH 250ML,MFR,20,20,0
LEO AROMA JAR 100G,MFR,225,230,1
LEO AROMA JAR 50G,MFR,115,120,0
LEO CAFFE BLEND 250G,MFR,238,240,5
LEO CAFFE BLEND 500G,MFR,475,480,4
LEO CHICORY 50G,MFR,19.5,20,5
LEO COFFEE BRE FAST BLEND 60;40 200G,MFR,110,112,10
LEO COFFEE BRE FAST BLEND 60;40 500G,MFR,218,225,0
LEO COFFEE DEGREE BLEND 200G,MFR,114,116,5
LEO COFFEE DEGREE BLEND 500G,MFR,228,235,6
LEO COFFEE HOUSE BLEND 100G,MFR,60,61,0
LEO COFFEE HOUSE BLEND 200G,MFR,120,122,2
LEO COFFEE HOUSE BLEND 500G,MFR,300,305,9
LEO COFFEE HOUSE BLEND 50G,MFR,30,31,0
LEO COFFEE MADRAS BLEND 100G,MFR,59,60,15
LEO COFFEE MADRAS BLEND 200G,MFR,138,140,0
LEO COFFEE MADRAS BLEND 500G,MFR,340,350,1
LEO COFFEE TOP BLEND 200G,MFR,154,156,9
LEO COFFEE TOP BLEND 500G,MFR,365,370,0
LEO FILTER COFFEEE DECOCTION 200ML,MFR,148,150,2
LEO INSTANT COFFE AROMA CLASSIC 50G,MFR,98,100,1
LEO INSTANT COFFE ULTIMATE 50G,MFR,138,140,0
LEO SPECIAL A BLEND 250G,MFR,152,155,0
LEO SPECIAL PEABERRY BLEND 250G,MFR,158,160,4
LEO ULTIMATE JAR 100G,MFR,305,310,2
LEO ULTIMATE JAR 50G,MFR,158,160,2
LETA BRIGHT COCOUNUT SCURB PAD,MFR,14,15,16
LETTUCE GREEN,MFR,128,128,0.8
LETTUCE RED,MFR,0,0,0
LEVER AYUSH 100ML,MFR,147,149,0
LEVER AYUSH SENSITIVITY RELIEF GEL 10G,MFR,79,80,0
LEVER AYUSH SENSITIVITY RELIEF GEL 150G,MFR,158,160,0
LEVER AYUSH SENSITIVITY RELIEF GEL 80G,MFR,94,95,1
LEVER AYUSH THICK AND LONG GROWTH SHIKAKAI SHAMPOO 175ML,MFR,163,165,0
LEVER AYUSH TURMERIC FACE WASH,MFR,54,55,6
LEVISTA  INSTANT COFFEE STRONG 100G,MFR,215,220,9
LEVISTA CLASSIC 100G,MFR,330,340,2
LEVISTA CLASSIC 50G,MFR,130,132,11
LEVISTA CLASSIC PURE COMBO 150G,MFR,252,260,0
LEVISTA CLASSIC STANDY POUCH 200GMS,MFR,640,650,0
LEVISTA FILTER,MFR,24,25,14
LEVISTA FILTER COFFEE 100G,MFR,49,50,6
LEVISTA FILTER COFFEE 200G,MFR,167,169,12
LEVISTA FILTER COFFEE 200G CGICORY,MFR,136,138,17
LEVISTA FILTER COFFEE 500G,MFR,415,420,3
LEVISTA FILTER COFFEE 60;40100G,MFR,39,40,0
LEVISTA FILTER COFFEE CHICORY 500G,MFR,340,345,7
LEVISTA FILTER COFFEE DECOCTION ,MFR,58,60,2
LEVISTA FILTER COFFEE DECOCTION 12/-,MFR,11.5,12,4
LEVISTA INSTANT CLASSIC 50G,MFR,165,170,6
LEVISTA INSTANT COFFEE  STRONG 200G,MFR,340,350,1
LEVISTA INSTANT COFFEE CLASSIC 100G,MFR,325,335,0
LEVISTA INSTANT COFFEE PREMIUM 100G,MFR,203,205,3
LEVISTA INSTANT COFFEE PREMIUM 200G,MFR,430,440,0
LEVISTA INSTANT COFFEE PREMIUM 5/-,MFR,5,5,89
LEVISTA INSTANT COFFEE PREMIUM 50G,MFR,133,135,16
LEVISTA INSTANT COFFEE PREMIUM JAR 50G,MFR,104,105,2
LEVISTA INSTANT COFFEE STRONG 2/-,MFR,2,2,3
LEVISTA INSTANT COFFEE STRONG 5/-,MFR,5,5,75
LEVISTA INSTANT COFFEE STRONG 50G,MFR,96,98,10
LEVISTA INSTANT COFFEE STRONG 9G,MFR,9.8,10,115
LEVISTA INSTANT COFFEE SUPREME 50G,MFR,68,86,8
LEVISTA INSTANT EXTRA STRONG 200G,MFR,185,190,10
LEVISTA INSTANT SUPEME 200G,MFR,390,395,0
LEVISTA INSTANT SUPREME 100G,MFR,200,205,0
LEVISTA INSTANT SUPREME 50G,MFR,83,85,7
LEXA RUBBER GLOVES,MFR,100,120,3
LG CHILLI POWDER 50G,MFR,30,40,12
LG CORIANDER 50G,MFR,20,21,15
LG KATTI 100G,MFR,120,153,1
LG KATTI 50G,MFR,80,91,46
LG POWDER 100G,MFR,148,182,8
LG POWDER 200G,MFR,270,304,0
LG POWDER 50G,MFR,80,92,52
LG SAMBAR POWDER 50G,MFR,28,37,0
LG TURMERIC POWDER 50G,MFR,12,20,9
LIA 100/-,MFR,95,100,0
LIA 15/-,MFR,14.5,15,0
LIA AGARWOOD ROOM SPRAY 220ML,MFR,160,169,5
LIA ASSORT 10/-,MFR,9.8,10,8
LIA ASSORT BATHI 20/-,MFR,19,20,17
LIA ASSORTED PACK ,MFR,96,100,0
LIA ASSOTRED 15/-,MFR,14,15,0
LIA BIG,MFR,48,50,5
LIA CAR FR AQUA DRAM,MFR,243,250,0
LIA CAR FR LAVENDER,MFR,243,250,1
LIA CAR FR REFIL LAVENDER,MFR,147,150,0
LIA CAR FR REFIL PACK AQUA DREAM,MFR,147,150,0
LIA CAR GEL ALPINE VALLEY 45G,MFR,374,379,0
LIA CAR GEL AQUA DREAM 45GM,MFR,374,379,0
LIA CAR GEL CITRIC TANGO 45G,MFR,374,379,0
LIA CAR GEL SEA SHORE 45GM,MFR,370,375,2
LIA CAR MIST AMBER SPICE 100ML,MFR,195,200,0
LIA CAR MIST CITRUS ,MFR,243,250,2
LIA CAR MIST OCEAN 100ML,MFR,243,250,2
LIA CHANTHANAM 50/-,MFR,48,50,0
LIA CHANTHANAM AGARBATHI ,MFR,96,100,0
LIA COMET,MFR,19,20,9
LIA COMET.15/-,MFR,14,15,20
LIA HEALING TOUCH LEMON ESSENTIAL OIL 250ML,MFR,160,165,1
LIA JAS 50/-,MFR,49,50,3
LIA LAVAENDERZ STICKS 115G,MFR,49,50,0
LIA NATU GIFT 50/-,MFR,48,50,6
LIA PINEAPPLE TWIRL CONES 12N,MFR,19.5,20,20
LIA PRIME ROSE 10/-,MFR,9,10,0
LIA PRIME ROSE 50/-,MFR,49,50,1
LIA PRIME ROSE 66G,MFR,28,30,1
LIA ROOM FRESHNER CHANDANAM 160G,MFR,160,169,14
LIA ROOM FRESHNER FLORAL MUSK 160G,MFR,135,140,0
LIA ROOM FRESHNER FRUITZ 160G,MFR,135,140,4
LIA ROOM FRESHNER JASMINE 160G,MFR,160,169,15
LIA ROOM FRESHNER LAVENDER 160G,MFR,160,169,5
LIA ROOM FRESHNER LEMON BURST 160G,MFR,160,169,14
LIA ROOM FRESHNER ROSE 160G,MFR,160,169,11
LIA ROOM FRESHNER ROYAL ORCHID,MFR,160,169,5
LIA ROOM FRESHNER SEA SHORE 160G,MFR,160,169,8
LIA RUSHI SAMBARANI,MFR,19.5,20,1
LIA SAMTRUPTI,MFR,9.8,10,22
LIA SEMTRUPTI STICKS 115G,MFR,48,50,1
LIA TEA LIGHTS 12,MFR,63,65,6
LIA TEA LIGHTS 24,MFR,120,130,0
LIA TWILIGHT TOUCH,MFR,19.5,20,8
LIBERTY BLACK STICK,MFR,58,60,4
LIBERTY WHITE STICK,MFR,58,60,2
LIFEBUOY ALMOND AND TURMERIC,MFR,33,34,9
LIFEBUOY BUY5 GET2,MFR,265,270,1
LIFEBUOY CARE 10/-,MFR,9.8,10,5
LIFEBUOY CARE 125G,MFR,38,39,42
LIFEBUOY GERM KILL SPRAY 75ML,MFR,145,149,0
LIFEBUOY HAND SANITIZER 50ML,MFR,24,25,0
LIFEBUOY HAND WASH POWDER,MFR,9.8,10,0
LIFEBUOY LAUNDRY SANITIZER,MFR,95,100,1
LIFEBUOY LEMON 10/-,MFR,9.8,10,10
LIFEBUOY LEMON FR 125G,MFR,36,37,8
LIFEBUOY NATURE HANDWASH 185ML,MFR,215,218,10
LIFEBUOY NATURE HANDWASH 750ML,MFR,215,218,0
LIFEBUOY NEEM AND ALOE VERA SOAP 28/-,MFR,29,30,11
LIFEBUOY NEEM SOP 125G,MFR,37,38,27
LIFEBUOY SANITIZER ,MFR,70,70,0
LIFEBUOY SANITIZER 120/-,MFR,115,120,1
LIFEBUOY SANITIZER 25/,MFR,24,25,0
LIFEBUOY SANITIZER 95/-,MFR,94,95,2
LIFEBUOY TOTAL 10 BUY 4 GET 2 SOAP,MFR,175,180,0
LIFEBUOY TOTAL 10 HAND WASH 190ML,MFR,98,99,21
LIFEBUOY TOTAL 10 HAND WASH 240ML,MFR,83,85,0
LIFEBUOY TOTAL 10 HAND WASH 51/,MFR,39,40,1
LIFEBUOY TOTAL 10 HAND WASH 750ML,MFR,195,199,0
LIFEBUOY TOTAL 10 HAND WASH 80ML,MFR,24,25,1
LIFEBUOY TOTAL 10 HAND WASH COMBO 113/-,MFR,48,51,8
LIFEBUOY TOTAL 10/-,MFR,9.8,10,0
LIFEBUOY TOTAL 10PLUS 100ML,MFR,19,20,1
LIFEBUOY TOTAL 125G,MFR,36,37,46
LIFEBUOY TOTAL 75G,MFR,16.5,17,11
LIFEBUOY TOTAL OFFER PACK,MFR,148,152,3
LIFEBUOY TOTAL SOAP 3*100G,MFR,64,65,18
LIFEBUOY TURMER 125G SOP,MFR,29,30,22
LIFEBUOY TURMERIC 10/-,MFR,9.8,10,4
LIFEBUOY TURMERIC AND HONEY 100G,MFR,37,38,6
LIFEBUOY VITAMINS HAND WASH 185ML,MFR,115,120,11
LIFEBUOY VITAMINS HAND WASH 750ML,MFR,195,199,1
LIFEBUOY VITAMINS HANDWASH,MFR,29,30,3
LIFEBUOY WET WIPES,MFR,78,80,0
LIFREE PANTS L10,MFR,530,550,1
LIFREE PANTS M10,MFR,510,520,1
LIFREE PANTS XL10,MFR,580,600,1
LILIUM HB  SANITAIZER ,MFR,200,200,1
LILIUM HB SANITAIZER ,MFR,390,400,4
LILLY ULTIMO 100ST,MFR,147,150,5
LILLYS ANDHRA MURUKU,MFR,55,60,0
LILLYS BANANA CHIPS 150GM,MFR,70,75,0
LILLYS KAARA BOONDI,MFR,55,60,6
LILLYS KAARA SEV,MFR,58,60,0
LILLYS MIXTURE,MFR,58,60,3
LILLYS OMAPODI,MFR,55,60,1
LILLYS ONION MURUKKU 150GM,MFR,58,60,1
LILLYS POTATO CHIPS 80GM,MFR,34,35,5
LILLYS SNACKS 150GM,MFR,55,60,6
LILLYS THATTAI,MFR,55,60,0
LILLYS TOMATO MURUKKU 150GM,MFR,58,60,1
LILLYS WHEEL CHIPS,MFR,9.8,10,3
LIMCA 250ML,MFR,19.5,20,5
LIMCA 300ML,MFR,39,40,26
LIMCA 400ML,MFR,29.5,30,13
LIMCA 600ML,MFR,39,40,60
LION AJWAH DATES 250G,MFR,250,254,0
LION AMLA IN HONEY,MFR,133,135,0
LION ARABIAN DATES 250G,MFR,112,115,1
LION ARABIAN DATES 500G,MFR,218,220,9
LION BADAM IN HONEY 300G,MFR,250,256,0
LION CHOCO DATES 60G,MFR,79,80,7
LION CHOCOLATE DATES,MFR,220,240,7
LION DATES  SYRUP 500G,MFR,195,200,4
LION DATES HALWA 100G,MFR,40,42,0
LION DATES HALWA 200G,MFR,69,73,0
LION DATES IN HONEY,MFR,105,110,0
LION DATES JAM 250G,MFR,110,112,4
LION DATES JAM 500G,MFR,165,169,5
LION DATES JAM MANGO 1+1 250G,MFR,97,98,4
LION DATES JAM MANGO PULP 500G,MFR,175,176,3
LION DATES KETCHUP 240+240G,MFR,94,96,0
LION DATES SYRUP 150G,MFR,64,66,0
LION DATES SYRUP 1KG,MFR,385,390,0
LION DATES SYRUP 250G,MFR,108,110,4
LION DATES SYRUP 500G,MFR,190,196,3
LION DELICASY DATES 250G CUP,MFR,150,154,11
LION DELICASY DATES 500G,MFR,275,285,2
LION DESERT DATES 100G REFILL,MFR,29,30,15
LION DESERT DATES 250G CUP,MFR,76,78,6
LION DESERT DATES 500G CUP,MFR,155,156,10
LION DESERT DATES 500G REFILL,MFR,143,145,2
LION DESERT KING 250GM CUP,MFR,143,145,0
LION DESERT KING 250GM REFILL,MFR,124,124,1
LION DESERT KING 500GM CUP,MFR,275,279,3
LION DESERT KING 500GM REFILL,MFR,240,247,3
LION DESSERT DATES 200G REFILL,MFR,51,52,17
LION DOL DATES 200 G,MFR,122,125,8
LION GRAPE SQUASH 700ML,MFR,165,172,5
LION HEALTH MIX 250G,MFR,175,179,5
LION HEALTH MIX 500G,MFR,195,199,0
LION HONEY 1+1 1KG,MFR,460,499,5
LION HONEY 1+1 400G,MFR,265,270,4
LION HONEY 100G,MFR,58,60,1
LION HONEY 250G (1+1),MFR,158,160,5
LION HONEY 500G,MFR,145,149,1
LION HONEY 50G,MFR,37,38,3
LION KINJO DATES 250G,MFR,110,112,3
LION KINJO DATES 400G,MFR,165,169,2
LION KINJO DATES 500G,MFR,195,200,11
LION LAYINA DATES 250G,MFR,54,56,1
LION LAYINA DATES 500G,MFR,99,100,4
LION MANGO SQUASH 700ML,MFR,155,160,9
LION MIX FRUIT JAM 100G,MFR,19.5,20,23
LION MIX FRUIT JAM 250G,MFR,110,112,4
LION MIX FRUIT JAM 500G,MFR,195,199,0
LION MIXED FRUIT SQUASH 700ML,MFR,140,147,0
LION MUESLI 5 GRAINS 250G,MFR,115,120,1
LION MUSCAT DATES 500G,MFR,213,222,1
LION NANNARI SHARBATH 700ML,MFR,160,165,2
LION NUTS D IN HONEY 300G,MFR,295,300,1
LION OATS 1.5 KG REFI +  FREE 1.5KG OATS,MFR,242,255,2
LION OATS 200G,MFR,48,49,0
LION OATS 700G REFI + FREE 700G OATS,MFR,115,120,1
LION ORANGE SQUASH 700ML,MFR,170,174,12
LION ORGANIC HONEY 250G,MFR,95,96,0
LION ORGANIC HONEY 500G,MFR,177,180,0
LION PASSION FRUIT SQ 700ML,MFR,245,250,2
LION PINEAPPLE JAM 250G,MFR,56,57,0
LION PINEAPPLE SQUASH 700ML,MFR,140,147,8
LION PREMIUM DATES 500G,MFR,115,120,10
LION ROSE SHARBAT 700ML,MFR,130,140,4
LION SEEDED DATES 250G RE FREE(B ONE+G ONE),MFR,97,99,8
LION SEEDED DATES 500G CUP,MFR,120,124,0
LION SEEDED DATES 500G RE FREE(B ONE+G ONE),MFR,180,185,8
LION SULTAN DATES,MFR,124,126,0
LION SULTAN DATES 250G,MFR,73,74,2
LION TOMATO KETCHUP DATES 225G,MFR,97,99,0
LION ZAHIDI WET DATES 500G CUP,MFR,69,70,0
LIPSTICK CHOCOLATE,MFR,10,15,6
LIPSTICK ERASER,MFR,15,20,34
LIPTON GREEN HONEY LEMON 100G,MFR,127,130,0
LIPTON GREEN HONEY LEMON 10N*1.4G,MFR,73,75,7
LIPTON GREEN HONEY LEMON 25N 1.4G,MFR,170,175,8
LIPTON GREEN MINT BURST 25N 1.3G,MFR,142,145,0
LIPTON GREEN PURE LIGHT 100G,MFR,168,170,8
LIPTON GREEN PURE LIGHT 100N*1.3G,MFR,598,600,1
LIPTON GREEN PURE LIGHT 10N 1.3G,MFR,69,70,0
LIPTON GREEN PURE LIGHT 250G,MFR,345,350,1
LIPTON GREEN PURE LIGHT 25N *1.3G,MFR,167,170,0
LIPTON GREEN PURE LIGHT 5N *1.3G,MFR,19.5,20,0
LIPTON GREEN TEA 165N *250G,MFR,243,250,0
LIPTON GREEN TEA 20/-,MFR,19,20,0
LIPTON GREEN TEA LEMON ZEST 10N*1.3G,MFR,64,65,1
LIPTON GREEN TEA MINT 25N,MFR,168,170,2
LIPTON GREEN TEA TULSI NATURAL ,MFR,173,175,4
LIPTON GREEN TULSI NAT 10N*1.3G,MFR,64,65,2
LIPTON LEMON ICE TEA 350ML,MFR,29.5,30,4
LIPTON PEACH ICE TEA 350ML,MFR,24,25,2
LIPTON SIPN DIGEST *10BAG,MFR,73,75,0
LIPTON SIPN DIGEST *25BAG,MFR,195,200,4
LIPTON YELLOW LABLE TEA 250G,MFR,295,300,4
LIRIL BB 75G SOAP,MFR,37,38,15
LIRIL COOLING MINT SOAP 75G,MFR,29,30,2
LIRIL LEMON 125G SOP,MFR,78,80,7
LIRIL LEMON 75G SOP,MFR,34.5,35,15
LISTENMINT,MFR,170,175,1
LISTERINE CAVI FIGH MOUTH WASH 250ML,MFR,205,210,3
LISTERINE CAVI FIGH MOUTH WASH 500ML,MFR,330,335,1
LISTERINE CAVI FIGH MOUTH WASH 80ML,MFR,67,68,2
LISTERINE COMINT MILD TASTE MW 250ML,MFR,122,125,3
LISTERINE COMINT MILD TASTE MW 80ML,MFR,49,50,1
LISTERINE COOL MINT MI TAS MW 500ML,MFR,223,230,0
LISTERINE COOL MINT MOUTH WASH 250ML,MFR,170,175,3
LISTERINE COOL MINT MOUTH WASH 500ML,MFR,325,335,6
LISTERINE COOL MINT MOUTH WASH 80ML,MFR,58,60,0
LISTERINE FRESH BURST MOUTH WASH 500ML,MFR,280,285,1
LISTERINE FRESH BURST MOUTH WASH 80ML,MFR,68,70,3
LISTERINE FRESHBURST MOUTH WASH 250ML,MFR,205,210,2
LISTERINE ORIGINAL MOUTH WASH 250ML,MFR,173,175,2
LISTERINE ORIGINAL MOUTH WASH 500ML,MFR,280,285,0
LISTERINE ORIGINAL MOUTH WASH 80ML,MFR,59,60,3
LISTERINE TOTAL CARE 250ML,MFR,205,210,1
LITCHEE CANDY 120G,MFR,49,50,3
LITCHI,MFR,0,0,0
LITCHI 20/-,MFR,19.5,20,0
LITE CHIWDA,MFR,9.8,10,10
LITE CHIWDA 150GM,MFR,24,25,3
LITTLE HEARTS 20/-,MFR,24.5,25,8
LITTLE HEARTS 20G,MFR,5,5,3
LITTLE HEARTS 35G,MFR,9.8,10,37
LITTLE HEARTS 75G 25/,MFR,29,30,25
LITTLE MILLET 500G,MFR,137,139,14
LIVEASY COTTON BUDS,MFR,53,55,5
LIVESTA INSTANT COFFEE PREMIUM 8G,MFR,9.8,10,191
LIVINDA RICO CHOCOLATE,MFR,195,200,3
LIVON SERUM 100ML,MFR,280,285,4
LIVON SERUM 20ML,MFR,69,70,4
LIVON SERUM 50ML,MFR,170,175,2
LIVYON HAIR SERUM ,MFR,183,185,0
LIZARDS GELL,MFR,85,108,1
LIZARDS GELL 54/-,MFR,53,63,7
LIZOL 100ML,MFR,24,25,5
LIZOL 1L,MFR,215,221,13
LIZOL CITRUS 2L,MFR,395,399,0
LIZOL CITRUS 93/-,MFR,97,98,3
LIZOL CSC 3 IN 1 PINE 400ML,MFR,73,74,9
LIZOL CSC 3IN1 LEMON 400ML,MFR,73,74,1
LIZOL DFC CITRUS 200ML,MFR,43,45,4
LIZOL DFC CITRUS 500ML,MFR,114,116,13
LIZOL DFC CITRUS 975ML,MFR,216,221,5
LIZOL DFC FINE 500ML,MFR,114,116,13
LIZOL DFC FLORAL 200ML,MFR,44,45,9
LIZOL DFC FLORAL 500ML,MFR,114,116,15
LIZOL DFC JASMINE 200ML,MFR,44,45,9
LIZOL DFC JASMINE 500ML,MFR,114,116,10
LIZOL DFC LAVENDER 500ML,MFR,114,116,16
LIZOL DFC NEEM 200ML,MFR,44,45,16
LIZOL DFC NEEM 500ML,MFR,114,116,8
LIZOL DFC SANDAL 500ML,MFR,114,116,9
LIZOL DFC TULSI 500ML,MFR,91,93,0
LIZOL DSC CITRUS,MFR,135,140,0
LIZOL DSC FLORAL,MFR,135,140,0
LIZOL FLORAL 2L,MFR,395,399,0
LIZOL FLORAL 625*2,MFR,260,266,2
LIZOL FLORAL 975ML,MFR,207,210,1
LIZOL JASMINE 2L,MFR,348,362,1
LIZOL KITCHEN CLEANER 250ML,MFR,85,89,1
LIZOL KITCHEN CLEANER 450ML,MFR,145,149,0
LIZOL POWER BATHROOM CLEANER ,MFR,87,89,0
LK EYECON KAJAL TWIN 0.35G,MFR,310,320,11
LK LIQ 02 REDVEL 5.6. 6ML,MFR,345,349,5
LK LIQ 03 REDVEL 5.6. 6ML,MFR,288,295,1
LK PR MM SLC SPF 23 BH 05,MFR,180,190,0
LK PR MM SLC SPF 23 GM 03,MFR,190,200,3
LK PR MM SLC SPF 23 IF 01,MFR,200,210,4
LOBAN SAMBRANI,MFR,14,15,17
LOCTO KING 440G,MFR,98,100,9
LOLAS BALLS,MFR,24,25,0
LOLAS PANI PORI,MFR,44,45,0
LOLAS PEPPER CHIPS 25/-,MFR,29,30,5
LOLLY GUM 125/-,MFR,120,125,0
LOREAL ANTI FINE LINES 135/-,MFR,133,135,1
LOREAL BOLD KAJAL,MFR,345,350,0
LOREAL CRYSTAL  MASK ,MFR,147,150,0
LOREAL DREAM LENGTHS 340ML,MFR,395,399,0
LOREAL DREAM LENGTHS CONDITIONER 71.5ML,MFR,117,119,2
LOREAL DREAM LENGTHS SHAMPOO ,MFR,98,99,3
LOREAL DREAM LENGTHS SHAMPOO 192.5ML,MFR,255,259,4
LOREAL EXCELLENCE SHADE NO1 100G,MFR,689,699,0
LOREAL FACIAL FOAM 120/-,MFR,118,120,0
LOREAL FACIAL FOAM 95,MFR,97,99,6
LOREAL FALL RESIST 3X PARIS,MFR,15.5,16,0
LOREAL FALL RESIST CONDITIONER 192.5ML,MFR,255,259,4
LOREAL HAIR  SERUM ,MFR,290,299,2
LOREAL HAIR SERUM ,MFR,485,499,1
LOREAL HYALURON CONDITIONER 180ML,MFR,265,269,3
LOREAL HYALURON SHAMPOO 82ML,MFR,98,99,3
"LOREAL PARIS 6 OIL NOURISH CONDITIONER,SHAMPOO 185/-",MFR,195,199,0
LOREAL PARIS 6OIL NOUIRISH SHAM,MFR,15.5,16,0
LOREAL PARIS 6OIL NOUIRISH SHAM 192ML,MFR,98,99,0
LOREAL PARIS CASTING CREME GLOSS 200,MFR,545,550,0
LOREAL PARIS CP SHAMP,MFR,148,150,1
LOREAL PARIS CP SHAMP 192.5ML,MFR,155,159,2
LOREAL PARIS HYALURON MOISTURE 180ML,MFR,215,219,3
LOREAL PARIS HYALURON MOISTURE 71.5ML,MFR,115,119,3
LOREAL PARIS TOTAL REPAIR 4,MFR,15.5,16,0
LOREAL PARIS TOTAL REPAIR 5 SHAM,MFR,15.5,16,0
LOREAL PARIS TOTAL REPAIR 5 SHAM 192ML,MFR,165,169,2
LOREAL PARIS TOTAL REPAIR 5 SHAMPOO 340ML,MFR,296,299,10
LOREAL REVITALIFT CREAM 15ML,MFR,295,299,0
LOREAL SERUM  AND MASK ,MFR,195,199,0
LOREAL SKIN PERFECT 90,MFR,113,115,1
LOREAL TOTAL REPAIR 5 SHAMPOO 704ML,MFR,590,599,0
LOREAL WHITE PERFECT MILKYFOAM 100ML,MFR,345,349,0
LOREL 6OIL SHA 396 ML,MFR,263,265,0
LOREL FALL RES ANTI SH 192.5ML,MFR,261,265,0
LOTTE CARAMILK 270G,MFR,48,50,0
LOTTE CHOCO BURST,MFR,15,15,5
LOTTE CHOCO ECLAIRS 260G,MFR,48,50,15
LOTTE CHOCO ECLAIRS PACK 200/-,MFR,195,200,3
LOTTE CHOCO PIE ,MFR,148,150,19
